,answer,question,label
360, به دلیل شیوع کرونا عملا این کار امکان پذیر نبود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
361, برخی جمعه ها کارگاه هایی داشتیم که به دلیل داشتن نمره عملا بازخورد خوبی نداشت و اکثر مزالب هانموقع در یک فایل تدریس و از ما خواسته می شد,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
362,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
363,در رابطه با کلاس های آنلاین، با توجه به اینکه هر هفته 2 جلسه کلاس برگزار می شد میتوانست کمی یادگیری را آسان تر کند و این نکته که خود استاد درس برگزار کننده‌ی کلاس بودند از نقاط مثبت درس بود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
364,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
365,روش ارائه درس و اینکه یادگیری تقریبا بر عهده دانشجو بود، باعث تقویت مهارت سرچ کردن و یادگیری شد,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
366,کامل بودن منابع آموزشی,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
367,نقطه قوت این درس نظم بالای آن بود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
368, تمامی فعالیت‌ها از شروع ترم مشخص شده بودند و از هیچ برنامه‌ای عقب نمی‌افتادیم,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
369, این ویژگی مثبت در درس‌های زیادی دیده نمی‌شود و بسیار عالی خواهد بود اگر تیم آموزشی ریاضی دو آن را حفظ کنند و در موارد جزئی‌تر، مثل زمان کلاس‌های آنلاین یا ارائه بازخورد تکالیف، نیز آن را تقویت کنند,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
370,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
371,دلسوزی استاد برای اینکه دانشجو حتما با یادگیری کامل این درس را پشت سر بگذارد و دقیق بودن سایت درسی,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
372, مثل اینکه مواد درسی و تکالیف و پاسخ آنها سر زمان مقرری در دسترس بود و راحت میتوانستیم برنامه ریزی کنیم,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
373, ندارد,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
374,اینکه منابع دیگری هم برای یادگیری بیشتر معرفی میکردند و در صورت نیاز با فایلی صوتی سوالات دانشجویان را پاسخ میدادند,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
375,"
برخورد استاد و استادایاران بسیار با محبت و دلسوزی بود",چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
376,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
377,درس بسیار عالی ارائه میشود و اگر بتوان کلاس های آنلاین بیشتری برای آن در نظر گرفت بسیار عالی است,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
378,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
379,"کلاس های هفتگی
پاور پوینت دروس
امتحان شفاهی(اگر زود تر یا همزمان باسایر امتحان ها گرفته میشد عالی بود)",چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
380,تعداد تکالیف خوب بود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
381, استاد بدون تاخیر در تمام کلاس ها حاضر بودند,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
382,استفاده از پادکست‌های مربوط به زبان فارسی بسیار هوشمندانه و خلاقانه بود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
383, برخورد عالی مدرس و تدریس ایشان نیز این درس را برای اکثر ماها شیرینتر کرده بود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
384,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
385,نظم درس و کلاس های خوش حجم,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
386,تا پنجاه درصد و مقدمات برنامه نویسی را متوجه شدم,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
387,کلاس ها اصلا هیچ فایده ای نداشته است ,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
